distance_to_merchant,hour_of_day,is_weekend,budget_utilization,merchant_regret_rate,dwell_time,purchase_occurred
62,1,0,0.6040472694718415,0.769063074120647,334,0
465,6,0,0.462428271504315,0.3613139696071941,466,0
337,6,1,0.30405326552995715,0.5169462672404468,119,0
104,23,0,0.25706392090535135,0.48704359956684173,547,0
497,1,1,0.5572302865998032,0.32264002945254433,32,0
294,7,0,0.15610258637040808,0.518980642479007,441,0
128,23,1,0.917230451527549,0.5805487875593884,67,0
253,20,0,0.06879227606921012,0.30446253534508994,155,0
473,17,1,0.8018035748045882,0.7725110123689739,308,1
35,20,1,0.7486159494827641,0.6801722852203526,293,0
177,5,1,0.4750857650018605,0.9055369747417367,196,0
487,12,0,0.4390684538611921,0.8399042039501972,63,0
226,8,1,0.20534053534271346,0.40383163379847997,436,0
205,23,1,0.36462892862390395,0.999011925146134,129,0
249,17,0,0.026981236480128956,0.24097927200965674,356,0
187,14,1,0.23275841479931259,0.7227573301315812,329,0
202,21,1,0.19591181563871995,0.10099219396144865,573,0
95,5,0,0.4743462395271134,0.44640487902818227,149,0
337,1,0,0.12378521422201383,0.2997304891963619,518,0
414,21,0,0.8901477205908824,0.55362633315458,430,0
431,6,1,0.20709460349892717,0.8268164075233401,132,0
391,19,1,0.42004340589660105,0.13958599620029222,318,0
58,6,1,0.9816950482304595,0.3872925180512292,26,0
404,15,1,0.22867928587048159,0.8284933035009076,381,0
165,19,0,0.8208822770563301,0.8211465133197129,214,1
431,7,1,0.6893783515506998,0.36062153605491476,495,0
39,23,0,0.12252605705580633,0.20312812410897874,269,0
347,22,0,0.21540294410144423,0.5044376033121966,555,0
153,16,1,0.050776817756360115,0.16615045205811507,59,0
85,11,1,0.014472172065091216,0.24823767664289775,272,0
120,1,0,0.9194090386997403,0.5889968691828705,231,0
124,3,0,0.2701867099695845,0.39716675145397795,232,0
70,12,1,0.9811320278852679,0.735440820121451,117,1
78,5,0,0.02020483824248842,0.736319944467659,498,0
157,20,0,0.008129428825968898,0.026745875097019756,484,0
300,5,0,0.813916707708669,0.9939657487712502,580,1
109,4,1,0.14520391854915526,0.7423045800584516,556,0
91,13,1,0.24585485622170178,0.573721685984741,317,0
108,14,1,0.6659419985655177,0.3657770030856756,430,0
244,21,1,0.8913386998651599,0.6960847181946757,263,0
250,11,1,0.8655195529093009,0.23966155154824553,239,0
187,21,1,0.8583963922060769,0.10424875068807538,302,0
409,5,1,0.5547245690112628,0.36548853829757544,140,0
434,10,1,0.04353253790231881,0.25571319412068116,411,0
146,19,1,0.37594426746432275,0.42017994757944477,153,0
475,8,0,0.9466376296946716,0.20996869534230778,361,0
434,1,0,0.2131774857371429,0.15308482366096787,44,0
335,6,1,0.902284442940143,0.8222243407292887,106,1
234,5,0,0.544087374774823,0.37303208790331577,597,0
424,19,1,0.607894039967736,0.050389925060850826,207,0
302,2,1,0.3950383278687247,0.556885523159229,369,0
247,7,1,0.3195447803894579,0.804146645175828,475,0
414,12,1,0.48174514075958763,0.3816200624512259,327,0
314,17,1,0.6406188386990743,0.9895884576640165,425,0
40,16,0,0.31996028692842193,0.7896742900094029,291,0
143,0,0,0.36455597613608104,0.6102336284341814,511,0
172,12,0,0.20807125718968134,0.39734819957088086,482,0
451,6,1,0.4785165184976362,0.7837592798515151,576,0
204,16,0,0.8481404277491755,0.31363371421794217,108,0
120,17,0,0.4101422936563981,0.8473141400625189,414,0
74,3,1,0.8446553286353763,0.3830253106874084,555,0
314,11,1,0.4942798981866122,0.20943756925118462,231,0
176,5,0,0.37708696291756416,0.9721093460956142,340,0
223,5,1,0.2972755188088627,0.5843156070489713,349,0
232,21,1,0.590072371682636,0.8488168929277345,422,0
132,5,1,0.2923737266320956,0.7199355347946516,434,0
289,9,0,0.6083262231376099,0.8269686201242805,124,0
220,16,0,0.1274560814636707,0.567948888852289,86,0
408,14,0,0.5718929074049489,0.8697261958890475,319,0
165,19,0,0.40126809525744067,0.6933001708842842,590,0
366,21,1,0.36145988738134216,0.09047883540453505,404,0
426,12,1,0.7300948629281525,0.5792421333209926,286,0
386,22,1,0.6224976064374456,0.48139234940131725,389,0
111,9,0,0.2388525747007214,0.25971934158438525,456,0
216,16,1,0.3873197504538647,0.26501851608471183,294,0
328,16,1,0.6604644557849605,0.7079934645233183,373,0
8,23,0,0.08013930897811294,0.21237025083159022,520,0
241,23,1,0.9438681945508304,0.08114913363618947,449,0
47,22,0,0.25569495292262734,0.1813864711134654,202,0
424,3,0,0.3554828862791045,0.19399256951427124,516,0
161,15,0,0.4006049023502293,0.7491598203811428,252,0
314,11,0,0.615360147401852,0.11764781712793171,0,0
117,9,1,0.4817297725596781,0.2840595146653405,475,0
51,22,1,0.6542105901690538,0.7882024685114581,484,1
134,2,1,0.8418396730082922,0.7156680804554887,298,1
282,14,0,0.6907727081607774,0.4446543098962856,276,0
7,1,0,0.6554611133260967,0.6930173801271111,6,0
195,4,0,0.3915654204094057,0.7269427073834727,467,0
153,21,1,0.1407377849841761,0.12985777078436955,553,0
353,10,1,0.5704398569825612,0.6878959645192416,398,0
72,16,0,0.5823718548458331,0.26553901546451086,426,0
15,21,0,0.5750793116451899,0.24317149608149635,417,0
412,18,1,0.13437215896680832,0.09289335151690259,581,0
413,4,0,0.14620983070702842,0.007882698942393795,570,0
272,17,0,0.6941283838337103,0.42850696094476104,323,0
261,15,1,0.04364707178737015,0.664852625664147,373,0
245,5,1,0.6129534077967767,0.931600087350414,265,0
317,17,1,0.38030674858712654,0.6920033227426109,437,0
355,23,1,0.6758324208568768,0.7909485650732261,52,1
310,11,1,0.510301399929583,0.3448550248742157,541,0
12,16,1,0.07605399501258514,0.655256623657404,559,0
311,10,1,0.23718051221817515,0.5353808038910958,285,0
497,14,1,0.507170323775416,0.6511461494687512,560,0
328,0,1,0.721059206746224,0.45649364403706005,16,0
314,10,1,0.6886567256550765,0.583971580549527,380,0
19,12,0,0.28416352505963083,0.7262650501692158,288,1
479,19,0,0.4476333135413777,0.44855787585065743,94,0
277,7,1,0.7432743731322485,0.7287872728370538,274,0
431,22,1,0.6776507260712694,0.9513316192984107,532,1
403,21,1,0.2143943086393717,0.9271450866806676,278,0
209,18,0,0.2242613307265654,0.28651916014038037,362,0
155,1,0,0.05344904640109982,0.7543329749877195,175,0
409,4,0,0.5387022695026867,0.6039674749821277,352,0
52,22,1,0.023756746924641692,0.7628473783377575,569,1
8,23,0,0.5694215762583986,0.07159739739691562,88,0
325,9,0,0.887551409878969,0.4069555400231475,222,0
111,10,1,0.035395485550422934,0.6813201267555056,144,0
229,7,0,0.21584883219818418,0.7858315341817925,223,0
363,11,1,0.6612949764967327,0.054990829412724374,2,0
364,13,1,0.8043849204089465,0.02451047173204224,340,0
268,7,1,0.17345695596208288,0.6899254477346813,163,0
270,10,0,0.8165834722932526,0.7503726466331982,287,1
115,10,0,0.6138514478014905,0.7547560981271919,379,0
423,10,0,0.4496365020847076,0.09805495797660091,442,0
416,6,1,0.5228824459206782,0.5795864878310827,65,0
303,20,0,0.1578167657817,0.6008333629162856,589,0
467,22,0,0.4289234785466536,0.6730325062224662,346,0
260,14,1,0.600964108363837,0.8588968728202537,253,0
459,5,0,0.8830348338049655,0.09272848276973811,452,0
324,2,1,0.5458733210334935,0.14134244376859717,319,0
184,15,0,0.10199263761595301,0.06049344064587625,269,0
126,21,0,0.6720939207026325,0.8974194442844242,400,0
116,2,1,0.9830304494779486,0.3410677057023772,178,0
143,18,0,0.6022567568477011,0.38127600636863557,106,0
391,13,0,0.5660964456212862,0.06505009854086796,141,0
489,8,1,0.8090418021993585,0.6036508978943242,562,0
354,18,0,0.9294882554959479,0.780332308379515,307,1
156,20,1,0.24231490537437617,0.13822773184411674,92,0
444,21,1,0.1359968484946934,0.13647543969124487,420,0
198,8,0,0.21951109885492293,0.3984784050619704,550,0
451,9,0,0.7390864697811718,0.16573168566565422,506,0
339,3,1,0.36420828799482774,0.6967268230498848,434,0
474,9,1,0.2239790738449725,0.8122224261354459,515,0
489,1,1,0.9119645396323669,0.097441932996857,394,0
233,4,0,0.021028566771980284,0.7076848655918068,96,0
215,4,1,0.7003990901129235,0.34217146068950155,551,0
154,10,1,0.431239864629257,0.9390978525669363,163,0
191,8,0,0.6472852329774758,0.6706936050742256,522,0
26,8,1,0.144373195162792,0.9940402265863597,211,1
489,4,1,0.7297394666693463,0.5306801609734418,377,0
129,2,0,0.31854101331520535,0.31832808680098035,552,0
313,7,0,0.40313636651789453,0.3380465373541217,333,0
487,19,0,0.6236323228639031,0.4549000678020094,246,0
183,10,0,0.9075108814105944,0.534342832134115,181,0
238,9,0,0.15891563849893453,0.8440098673526784,235,0
306,15,1,0.7175802659832882,0.5318216039528258,279,0
348,11,0,0.7586540561048155,0.3150538172531393,143,0
44,18,0,0.04927772804521302,0.35164928078058677,500,0
7,5,1,0.7351019035412865,0.3206787631682805,227,0
449,17,1,0.13445701026870116,0.4610904773065464,66,0
484,0,1,0.9484883011432393,0.7725425587247778,7,1
121,8,0,0.8087165801250021,0.8699693383114755,201,1
142,7,1,0.10926830333961501,0.6648249857766565,492,0
46,10,0,0.36496047194617676,0.4039405956817661,592,0
332,10,1,0.7144850951533952,0.06345015060837211,16,0
454,20,1,0.7183947004258742,0.284421681393239,319,0
408,17,1,0.9707607483272227,0.07054598618408425,25,0
372,18,1,0.083548426929834,0.29566463270898613,157,0
258,22,1,0.5710746563186129,0.8815474840736333,404,1
258,7,0,0.8252308780718752,0.4115871888596845,41,0
109,8,1,0.13683179663412715,0.46894931183806865,454,0
319,23,1,0.716795374314973,0.4755361761781275,485,0
238,23,0,0.5619724407046235,0.15371322496734574,477,0
137,5,0,0.5898367668998503,0.6506267348049691,419,0
150,17,0,0.25390900274605077,0.3562873687744137,423,0
380,13,0,0.030656111836980804,0.23490454820973372,92,0
306,15,1,0.38829270105487257,0.6625405674870589,124,0
248,10,0,0.17831649235197777,0.4730544611308486,317,0
350,15,1,0.37749186953806124,0.5772726880569854,481,0
196,19,1,0.1753930253747772,0.26793561810329625,346,0
468,22,0,0.9737922620040002,0.5356130501625292,502,0
146,19,1,0.8561606284872765,0.3555600782921621,144,0
497,15,0,0.7608081016088252,0.5966611056863348,130,0
390,0,1,0.7556262338303174,0.6209940506016154,287,0
198,0,1,0.11169726934656443,0.18113198049866464,413,0
326,6,0,0.24227934423729824,0.2912354344784366,134,0
262,7,1,0.21829760611405136,0.966649877596852,143,0
164,4,1,0.15782149829530534,0.7929581037950119,554,0
2,15,1,0.40805685557311544,0.8314877927235965,461,1
57,7,1,0.15430679052183938,0.8766825143543074,332,0
362,12,1,0.3685865017929715,0.9455302303905131,16,0
279,7,0,0.8218841782559334,0.6364097632509422,221,0
191,16,1,0.053674474016157214,0.193545775943883,290,0
153,12,1,0.9123430849084064,0.6117781649294597,406,0
405,13,0,0.9516180347070957,0.17300369648920377,175,0
497,8,0,0.4027815758117792,0.2196369211687782,569,0
1,14,0,0.30104684981115826,0.8629588984231432,477,0
462,23,0,0.255349525304134,0.45866292273634535,450,0
265,7,0,0.09597505523357097,0.39370168575800224,578,0
442,22,0,0.7812437456765206,0.9130322247545,238,1
333,5,1,0.7175463969920496,0.28870842387269835,520,0
72,11,1,0.572558754608455,0.4345162923327538,194,0
493,20,1,0.9203396694032147,0.278269189315854,226,0
215,14,0,0.5276363656853793,0.5348688470307496,172,0
212,2,1,0.3595907976025253,0.575957651638899,543,0
322,3,0,0.6293647681761223,0.33603123423798975,533,0
22,21,1,0.11282105463867698,0.9502428138405797,112,1
381,14,0,0.3700174447894814,0.45655547716302136,531,0
335,0,1,0.018362086851151926,0.45838788291191934,116,0
470,10,1,0.5412992437580066,0.5319996449279656,257,0
424,10,1,0.7060895985677625,0.8986792950577127,284,0
360,11,1,0.517965914409101,0.32345494883446546,16,0
304,8,0,0.1883450041976883,0.37975093684919103,468,0
119,8,0,0.38414168029329465,0.7132691792393021,340,0
343,6,0,0.350653938715778,0.39610462489721265,280,0
447,8,0,0.947794476276887,0.8347879584980729,278,1
68,12,0,0.8261672478299711,0.38025542706879256,160,0
203,8,1,0.5757485281743422,0.8763890368438721,142,0
143,16,1,0.7622653218813936,0.20344285466932555,372,0
123,20,1,0.7471816384006399,0.9626697733283993,468,0
213,4,0,0.8437967818526086,0.8107275474879737,421,1
427,15,1,0.5334790576519428,0.6017123704465994,244,0
447,6,0,0.5769185796457621,0.707338715728904,94,0
488,3,1,0.2996176105503785,0.982758950356366,224,0
36,15,0,0.061496072622667985,0.8103202846117015,511,0
476,15,1,0.6901230201934161,0.1130260717458148,483,0
336,3,0,0.5607330402601146,0.7832617566986536,154,0
363,1,0,0.8792350798865983,0.9157560439498224,10,1
489,23,0,0.2706870883120587,0.37947507692353866,369,0
136,12,0,0.12221261267479178,0.3197721615285559,173,0
394,15,1,0.22839534969953623,0.003885537683746443,462,0
449,22,1,0.9514280180267571,0.22531130393176746,58,0
49,9,0,0.013651384982319992,0.47102509069276366,206,0
46,15,0,0.8705234772977077,0.5270711300693236,143,0
136,13,1,0.1033285221172715,0.21579012914493767,187,0
483,2,1,0.9203372077849049,0.6944298512466218,280,0
175,21,1,0.7653809432986335,0.9420057443776366,34,1
233,17,1,0.1443071965400019,0.12156950110338949,474,0
102,18,0,0.44224373784250537,0.9444518783592853,240,0
315,9,1,0.7272559592848288,0.4494916666364466,396,0
339,22,1,0.8129817218995198,0.12836842163207085,163,0
212,17,1,0.939678132838626,0.6700293742792474,378,0
252,3,0,0.2962687781995428,0.06433479612827175,283,0
332,19,1,0.6982884233781944,0.5397719902082057,92,0
369,16,0,0.5764446865540448,0.35761504232716124,560,0
38,18,1,0.45701061138399224,0.3345617691736458,538,0
278,18,1,0.7796374305090273,0.06709392658744628,386,0
129,11,0,0.6743017138571916,0.11774979737286762,178,0
356,1,1,0.19029843422677406,0.506318057304447,516,0
300,1,1,0.018066872814465174,0.8602615060045291,505,0
356,5,0,0.2258767635178427,0.6454712438025187,273,0
407,20,0,0.9117582282264929,0.7309802986209447,179,1
174,13,1,0.5705768197275378,0.7412592188585326,34,0
43,12,0,0.2643579537263725,0.5562858411367315,42,0
499,1,1,0.4262281585847759,0.6412093863230406,431,0
166,14,0,0.6428578550170421,0.17362650733412321,210,0
68,14,1,0.07741873609674754,0.0637096167225556,302,0
51,4,0,0.9711274683210098,0.8985571846449654,19,1
318,6,0,0.4094750063009648,0.25299304927707555,597,0
15,5,1,0.5385468177229544,0.1971336230816335,397,0
399,22,1,0.45177024316463754,0.810733908172885,329,0
382,22,0,0.44065829718829297,0.8826840859172561,290,1
19,12,1,0.8833163416556157,0.8417604092192085,239,1
241,13,1,0.21207864156289835,0.4706258637603712,337,0
173,3,0,0.38084232075410296,0.5256206025713432,397,0
270,23,1,0.5873076636617516,0.3712572833325368,477,0
103,21,1,0.5422895696290655,0.5916277919649533,217,0
210,15,1,0.4635030144988852,0.3924888622456226,254,0
1,0,0,0.27120676746570593,0.592950154680606,309,0
105,22,0,0.6197244561100018,0.6197849922679664,520,0
182,11,0,0.4038468543555259,0.27517192274354063,518,0
158,8,1,0.24619701432472374,0.06473694456516133,495,0
214,6,1,0.8687614668155283,0.23266835124993057,478,0
174,23,0,0.011951188565340387,0.6983742657443341,451,0
78,12,1,0.6846445508061854,0.08164059395406065,276,0
114,5,1,0.10973814951951644,0.11015519210938274,149,0
442,1,0,0.31825305740305987,0.16256306113707897,121,0
437,4,0,0.8747664568517651,0.8331410384886946,304,1
93,20,0,0.46008745925972083,0.4752161905245247,198,0
414,3,1,0.05608264495034221,0.7880801455376122,102,0
373,16,1,0.7169347100030607,0.3229092568999905,66,0
419,19,0,0.447332467765705,0.54565415754801,45,0
130,1,0,0.42531446859682664,0.5156870425999984,306,0
232,18,1,0.16607350707730617,0.6344943103435255,446,0
59,8,1,0.7325176066634962,0.5642932663127826,292,0
141,4,0,0.3742592976353015,0.3845685444957214,371,0
358,22,1,0.804847836464435,0.7483614873353703,486,1
431,1,1,0.9469073242342775,0.8582355939924236,95,1
148,21,0,0.7181725105547441,0.07818262892654604,332,0
105,20,1,0.7587782729101797,0.2959255704968857,376,0
329,12,1,0.9349326885091402,0.8809261758883113,161,1
402,7,1,0.949611780710692,0.7116063380987432,364,1
229,9,0,0.4668224991816985,0.2931890640470455,238,0
154,17,1,0.15896539326170134,0.6631372327305972,526,0
11,18,1,0.5028408495597716,0.2718767171892711,196,0
281,13,1,0.6782248167323466,0.9732454416038621,211,0
285,6,0,0.8864940930968099,0.3117177031678241,107,0
168,20,0,0.4498632777206778,0.8576256663364383,195,0
276,5,0,0.45329259570648006,0.3956764270835803,98,0
189,13,0,0.4097888856532962,0.13873145468945713,344,0
491,16,0,0.7270992294461932,0.6447504245309421,212,0
84,18,1,0.6989985844679597,0.5812502759783935,277,0
454,2,1,0.17160104388911412,0.5976145533305816,104,0
470,10,0,0.9148439270416168,0.8006979413041099,307,1
408,17,1,0.30719680866516363,0.32148565686747965,194,0
72,0,1,0.006591228296847218,0.5405490008017101,359,0
482,10,1,0.3286401234341598,0.43477723411893976,84,0
302,23,1,0.4433538078795478,0.7909108160341183,541,1
144,11,1,0.7328809224429411,0.6242501446334653,185,0
158,12,1,0.7565163905916794,0.1936619463210243,582,0
462,2,0,0.16220561511251574,0.7595239788609744,290,0
42,15,1,0.2811919426660331,0.0799665486042459,469,0
126,14,1,0.3348942215562898,0.6785628005808059,551,0
300,12,0,0.6937506210324472,0.31224837215991885,332,0
370,11,1,0.43171483346608175,0.5423726003031999,36,0
410,18,1,0.4787543826134212,0.47166562027783554,462,0
481,12,1,0.23322191499684353,0.9975540071089493,227,0
240,9,1,0.9361877586410812,0.8724162788528367,526,1
92,19,0,0.6339404532106699,0.8678084264129537,264,0
309,1,1,0.8974238945482652,0.2983045778953428,287,0
170,21,1,0.827581401676665,0.8191737207058781,156,1
304,17,1,0.20697106583941116,0.6063947371732767,448,0
363,4,1,0.22199408915981222,0.02338757140823755,563,0
10,13,0,0.6070320637725769,0.4035322615927267,19,0
451,21,1,0.8762296349296149,0.3234589449232246,374,0
205,10,0,0.10493565069692745,0.08991394433620359,598,0
380,2,1,0.9384557017755119,0.6121653684927205,574,0
146,3,1,0.09463020323508375,0.5124379530693902,477,0
47,1,1,0.7707728868667322,0.36647797339762966,84,0
219,15,0,0.007624108864048407,0.02113784130062002,569,0
166,4,0,0.8000250683220329,0.0580074884414139,590,0
310,17,0,0.8007980596119708,0.24903626614792407,120,0
213,5,0,0.753235985776135,0.11691461939319858,159,0
464,14,0,0.12990918159329812,0.26892353870424246,341,0
179,15,1,0.19814304300163765,0.9264643326971765,354,0
422,9,1,0.7727970899671902,0.1515079791227718,407,0
44,15,0,0.5504635272804348,0.564852209704013,374,0
140,15,1,0.21350799477689963,0.8521827314885431,494,0
244,12,0,0.5094516085304961,0.6704368096437976,577,0
31,2,1,0.9346695260865182,0.24200930724472403,577,0
376,10,0,0.8909768910704604,0.9668097751773137,479,1
130,16,1,0.23666502418385704,0.9180259692318146,239,0
245,1,0,0.8847671779747718,0.06346662573725093,305,0
122,0,0,0.8165575281645735,0.7450508019608931,366,1
330,2,1,0.4050127775239615,0.4812012098390075,515,0
80,13,1,0.9016470955736703,0.06268350664272104,528,0
222,7,1,0.1406927718938894,0.8137649460495326,150,0
348,2,1,0.1128488318308527,0.890032566449274,195,0
454,15,0,0.6692953853141199,0.7261952441969509,583,0
50,17,1,0.4585054942170208,0.8465188465239083,410,0
298,6,0,0.3179047827697752,0.010643149264279339,138,0
498,2,1,0.592997943898222,0.8842896948292098,545,0
298,6,0,0.20078175251102703,0.7662834195396762,382,0
465,23,1,0.37795059535327225,0.28203906933425626,584,0
31,3,0,0.7096124186627076,0.016822556801878163,456,0
219,23,0,0.640785220155592,0.3545756484166809,377,0
61,20,1,0.8983461545086311,0.36308353071667887,507,0
438,14,0,0.6328981591919811,0.8493986769466256,572,0
427,8,0,0.1857309449283958,0.6981769499596902,134,0
298,1,1,0.7828886096837689,0.9284788735753361,267,0
324,4,1,0.11753594968910508,0.7917214235323645,104,0
338,21,0,0.03962638998700563,0.635864038523611,556,0
41,1,0,0.8620880281235345,0.2956437279815899,351,0
127,21,0,0.1454803947623139,0.33709778476229957,114,0
242,21,0,0.10424457628347772,0.7531979164558907,6,0
76,8,1,0.7271808695144326,0.04091141929198827,9,0
492,16,1,0.11024120723271646,0.6794690625720842,255,0
88,12,0,0.7309830118008639,0.34537353621187794,545,0
227,23,0,0.6765478576665422,0.1217546970326373,96,0
102,11,0,0.7428193209831491,0.9928935295561423,295,0
53,0,0,0.938067109280594,0.08017148721583045,391,0
0,8,0,0.37158801780501416,0.6749006830231201,274,0
258,8,0,0.2806970952677884,0.8647802779613227,309,0
19,1,0,0.1697528808000517,0.0033195080242816033,109,0
336,21,0,0.08678559914484496,0.3152776890959249,382,0
251,9,1,0.5155216991566248,0.6080632332831,295,0
344,15,1,0.5044665648914748,0.5832262892096814,466,0
152,18,0,0.7528539068028343,0.0494665012797153,376,0
448,14,1,0.2701166913942177,0.41394203819645203,59,0
52,8,1,0.29165824262911766,0.9893501391232549,277,0
425,23,1,0.4398513401046077,0.35033435539572566,213,0
336,20,1,0.4995761779771247,0.45882992460018157,63,0
236,21,1,0.05054482041277519,0.8033376218190788,193,1
123,14,0,0.6268599866405183,0.8514792400151929,343,0
111,17,1,0.15580319952633948,0.3702901302730591,552,0
366,19,1,0.30961783945759513,0.8909447761747048,292,0
199,15,1,0.5852442198659215,0.32719447912186317,494,0
168,2,0,0.4570332018130816,0.10660787491299772,190,0
139,23,0,0.7636884123851013,0.3929034154979909,80,0
96,17,1,0.34761637231782705,0.8223328287947076,332,0
324,9,0,0.945699168870271,0.9872217979867216,415,1
402,8,0,0.5405159226359042,0.16464804217174733,543,0
105,6,0,0.5186153545008442,0.4744122353331678,368,0
108,4,0,0.3599730002217211,0.6603291633879598,479,0
355,23,0,0.034896573883556936,0.8645268795363912,238,1
418,0,1,0.76220852810767,0.17620697179687583,286,0
340,3,0,0.6918688168313971,0.45259019008970824,195,0
275,8,0,0.7698411565400988,0.6866915200482304,12,0
231,13,1,0.042624347145348906,0.14183247358660034,349,0
320,16,0,0.6553207012988501,0.5058665596224966,395,0
83,11,1,0.23186587645382573,0.3250700735037305,450,0
381,6,1,0.006359956933433164,0.9765253310995047,196,0
181,22,0,0.7978692630702192,0.8117110749420126,304,1
133,8,1,0.36619199345073583,0.2756158212827551,337,0
266,22,0,0.4482058760124885,0.810550461830782,352,1
53,19,1,0.15736581534895544,0.01854347542440815,382,0
209,9,0,0.9968850119066548,0.31753721500812504,594,0
453,5,0,0.41692959911089833,0.6614868085947446,205,0
271,4,1,0.050559041094182966,0.7043694895227756,181,0
309,2,1,0.6826148473209456,0.15457140287215831,123,0
461,9,1,0.4900309465936492,0.7957088211980918,355,0
3,4,0,0.6021545534114336,0.4410966644785924,302,0
352,3,1,0.17549082876590827,0.8910301346592165,556,0
287,6,0,0.5044771679226984,0.6002990043603615,578,0
277,19,0,0.20779954043065907,0.42238196193850897,247,0
419,11,1,0.17196063391123217,0.7798874451912261,551,0
239,20,1,0.5671577935416431,0.18294780735598715,304,0
277,13,0,0.5807510743590379,0.798053177624109,192,0
76,7,1,0.5797808716774802,0.20816951958713759,183,0
395,20,1,0.35605960797932146,0.5873822950586228,476,0
422,2,0,0.3054061178173948,0.359382383526311,118,0
313,19,1,0.09963004422077892,0.49622903169958665,106,0
96,9,1,0.2933400607295319,0.9889794244921175,268,0
298,15,0,0.38945769401340813,0.8495652938733964,171,0
54,17,0,0.6224112299082932,0.17303975814397976,559,0
251,22,1,0.5582077684177353,0.7057146855345032,474,1
38,3,1,0.08130083706607216,0.6079462425573774,35,0
226,12,1,0.6769923409329264,0.9423987843402939,149,0
66,9,0,0.4379369294226628,0.9736624613139362,487,0
245,14,1,0.013538065412618372,0.6581311396732421,299,0
275,20,0,0.768110143026573,0.9241101237451448,26,0
398,6,1,0.7378848349889472,0.0078787103271859,552,0
458,19,1,0.601058962800154,0.7472895217432276,42,0
58,11,1,0.14062494145056614,0.7383151203325161,526,0
91,8,1,0.14918200938638748,0.6139997520210637,452,0
248,20,0,0.9358413572984384,0.4871285513968988,80,0
15,11,0,0.09504197292805461,0.22070911469862342,276,0
282,20,1,0.11616485781251218,0.4868584246560004,391,0
276,23,0,0.5193835867368928,0.5367903933643182,500,0
84,9,0,0.13496519162800258,0.3856830546062917,13,0
263,11,0,0.03186647943019272,0.383074109421187,0,0
22,12,0,0.9372296501049268,0.7735119007691588,317,1
351,5,1,0.8953885868988899,0.06577954813301112,3,0
369,7,0,0.32861984694677326,0.9259934207408338,169,0
208,2,1,0.846854545454688,0.6071996526514986,50,0
259,21,0,0.9203015813933182,0.06267100293369376,140,0
139,21,1,0.5924044754624466,0.7828520775568822,25,0
247,22,1,0.2547446466765144,0.5333805956390466,341,0
235,3,1,0.36959294757306993,0.3110552575247325,537,0
477,19,1,0.6576235855141582,0.17666552954259562,473,0
281,23,0,0.2434766064134397,0.3074770521386132,586,0
437,1,1,0.0599666423314531,0.9315547241467248,177,0
308,12,1,0.13836279422355746,0.03596950452129222,197,0
360,22,1,0.8811149076895138,0.7710127157818971,211,1
258,5,0,0.904110848125311,0.8720653045999738,85,1
84,10,1,0.6585191055568977,0.9055182805215132,174,0
204,16,1,0.5666460041723342,0.3591580092116291,240,0
381,3,1,0.862739945122793,0.7124994500266019,445,1
484,23,0,0.9725673816897196,0.584923500028616,383,0
368,19,1,0.9213310275251732,0.2548095050629643,431,0
265,20,1,0.04893078780177651,0.6719823500323544,512,0
304,20,1,0.4927055406846451,0.9068250819533767,201,0
151,5,0,0.9226506527360573,0.3048801455067093,116,0
151,17,1,0.10109859502225338,0.5632583484676684,599,0
154,2,1,0.6676937376334733,0.9666907314747336,432,0
265,18,0,0.3354389567518373,0.8064725332959444,468,0
287,13,1,0.09529796414367442,0.43873340733448085,326,0
232,7,0,0.38438993432524615,0.6201651432192599,582,0
394,7,0,0.7590417060446342,0.1949989006809738,434,0
293,23,1,0.8971756694118054,0.45367652187155705,296,0
59,21,1,0.7353814461352469,0.913476610509699,538,0
179,2,0,0.7558555654399534,0.2017464515017987,412,0
276,17,0,0.6489473641478305,0.5194006759246828,573,0
252,4,0,0.8024310815657262,0.8000396606771162,409,1
193,22,1,0.45747550736841425,0.056574435098903586,113,0
469,2,0,0.9267080171637756,0.5620602857962103,87,0
15,9,0,0.5643396541651533,0.33617640504198076,132,0
305,5,0,0.6145102278354475,0.8373257281999344,272,0
461,6,1,0.36817454220754464,0.0959002363081406,430,0
206,20,1,0.4901032873781209,0.3931678661185555,517,0
62,3,0,0.6642610219000097,0.9472301451378424,149,0
73,7,0,0.4673923173219844,0.002252348809120508,145,0
350,9,1,0.09880642589793931,0.1052004818216502,275,0
463,8,0,0.012883242816254858,0.7314309694217108,12,0
54,6,0,0.6299906941914983,0.37649061118154137,473,0
166,14,0,0.6002585896787892,0.25381993615028253,207,0
78,23,0,0.9968477747219084,0.31188020298409935,154,0
288,16,0,0.04723354660404444,0.12520336851477798,518,0
117,5,0,0.8773209005739281,0.111540360696599,154,0
264,20,0,0.6134651046017884,0.39356013933020106,544,0
331,10,0,0.045977480311211294,0.7778304600950285,319,0
333,19,0,0.21032840327414148,0.6459034220084399,527,0
79,20,0,0.2842113458725606,0.8817442668732844,214,0
16,21,1,0.47368707159223544,0.15214664341692175,396,0
424,0,0,0.3238135506783747,0.6438951615542978,113,0
430,14,1,0.243999745332923,0.378058305093688,195,0
122,11,0,0.2714581457817715,0.5830917001261638,205,0
325,14,1,0.4128408654779756,0.40341223170211904,323,0
123,12,1,0.8970356377703913,0.6716210678299463,544,0
242,9,1,0.4429509391594052,0.23005027449638882,489,0
124,22,0,0.9096157748242455,0.715880763864006,201,1
